Area;Element;Item;Year;Unit;Value
Egypt;Production;Bananas;2018;t;1292812
Egypt;Production;Bananas;2019;t;1330280
Egypt;Production;Bananas;2020;t;1347000
Egypt;Production;Bananas;2021;t;1185148
Egypt;Production;Bananas;2022;t;1212568
Egypt;Production;Barley;2012;t;108495
Egypt;Production;Barley;2013;t;131890
Egypt;Production;Barley;2014;t;102244
Egypt;Production;Barley;2015;t;100670
Egypt;Production;Barley;2016;t;99751
Egypt;Production;Barley;2017;t;97666
Egypt;Production;Barley;2018;t;82406
Egypt;Production;Barley;2019;t;106981
Egypt;Production;Barley;2020;t;109041
Egypt;Production;Barley;2021;t;87644
Egypt;Production;Barley;2022;t;91877
Egypt;Production;Beans, dry;2012;t;69486
Egypt;Production;Beans, dry;2013;t;90958
Egypt;Production;Beans, dry;2014;t;127112
Egypt;Production;Beans, dry;2015;t;128428
Egypt;Production;Beans, dry;2016;t;81456
Egypt;Production;Beans, dry;2017;t;145873
Egypt;Production;Beans, dry;2018;t;122870
Egypt;Production;Beans, dry;2019;t;145690
Egypt;Production;Beans, dry;2020;t;125200
Egypt;Production;Beans, dry;2021;t;170236.92
Egypt;Production;Beans, dry;2022;t;176502
Egypt;Production;Broad beans and horse beans, dry;2012;t;140713
Egypt;Production;Broad beans and horse beans, dry;2013;t;157639
Egypt;Production;Broad beans and horse beans, dry;2014;t;134175
Egypt;Production;Broad beans and horse beans, dry;2015;t;119850
Egypt;Production;Broad beans and horse beans, dry;2016;t;119056
Egypt;Production;Broad beans and horse beans, dry;2017;t;170456
Egypt;Production;Broad beans and horse beans, dry;2018;t;116435
Egypt;Production;Broad beans and horse beans, dry;2019;t;100350
Egypt;Production;Broad beans and horse beans, dry;2020;t;125123
Egypt;Production;Broad beans and horse beans, dry;2021;t;132210
Egypt;Production;Broad beans and horse beans, dry;2022;t;125110
Egypt;Production;Broad beans and horse beans, green;2012;t;251279
Egypt;Production;Broad beans and horse beans, green;2013;t;257469
Egypt;Production;Broad beans and horse beans, green;2014;t;253110
Egypt;Production;Broad beans and horse beans, green;2015;t;249411
Egypt;Production;Broad beans and horse beans, green;2016;t;193291
Egypt;Production;Broad beans and horse beans, green;2017;t;175898
Egypt;Production;Broad beans and horse beans, green;2018;t;167945
Egypt;Production;Broad beans and horse beans, green;2019;t;177029
Egypt;Production;Broad beans and horse beans, green;2020;t;174496
Egypt;Production;Broad beans and horse beans, green;2021;t;134591
Egypt;Production;Broad beans and horse beans, green;2022;t;147231
Egypt;Production;Cabbages;2012;t;838279
Egypt;Production;Cabbages;2013;t;555474
Egypt;Production;Cabbages;2014;t;515814
Egypt;Production;Cabbages;2015;t;563437
Egypt;Production;Cabbages;2016;t;518504
Egypt;Production;Cabbages;2017;t;485739
Egypt;Production;Cabbages;2018;t;451618
Egypt;Production;Cabbages;2019;t;534320
Egypt;Production;Cabbages;2020;t;473250
Egypt;Production;Cabbages;2021;t;483049
Egypt;Production;Cabbages;2022;t;497045
Egypt;Production;Cantaloupes and other melons;2012;t;1007845
Egypt;Production;Cantaloupes and other melons;2013;t;924768
Egypt;Production;Cantaloupes and other melons;2014;t;1049849
Egypt;Production;Cantaloupes and other melons;2015;t;1026877
Egypt;Production;Cantaloupes and other melons;2016;t;1066817
Egypt;Production;Cantaloupes and other melons;2017;t;642199
Egypt;Production;Cantaloupes and other melons;2018;t;680355
Egypt;Production;Cantaloupes and other melons;2019;t;120400
Egypt;Production;Cantaloupes and other melons;2020;t;135200
Egypt;Production;Cantaloupes and other melons;2021;t;538967
Egypt;Production;Cantaloupes and other melons;2022;t;1019085
Egypt;Production;Carrots and turnips;2012;t;179291
Egypt;Production;Carrots and turnips;2013;t;260945
Egypt;Production;Carrots and turnips;2014;t;182473
Egypt;Production;Carrots and turnips;2015;t;191952
Egypt;Production;Carrots and turnips;2016;t;252379
Egypt;Production;Carrots and turnips;2017;t;294531
Egypt;Production;Carrots and turnips;2018;t;242304
Egypt;Production;Carrots and turnips;2019;t;189640
Egypt;Production;Carrots and turnips;2020;t;195600
Egypt;Production;Carrots and turnips;2021;t;195210
Egypt;Production;Carrots and turnips;2022;t;258128
Egypt;Production;Cauliflowers and broccoli;2012;t;171088
Egypt;Production;Cauliflowers and broccoli;2013;t;132923
Egypt;Production;Cauliflowers and broccoli;2014;t;156226
Egypt;Production;Cauliflowers and broccoli;2015;t;182615
Egypt;Production;Cauliflowers and broccoli;2016;t;103431
Egypt;Production;Cauliflowers and broccoli;2017;t;108756
Egypt;Production;Cauliflowers and broccoli;2018;t;100576
Egypt;Production;Cauliflowers and broccoli;2019;t;105650
Egypt;Production;Cauliflowers and broccoli;2020;t;115000
Egypt;Production;Cauliflowers and broccoli;2021;t;110425
Egypt;Production;Cauliflowers and broccoli;2022;t;111944
Egypt;Production;Chick peas, dry;2012;t;3106
Egypt;Production;Chick peas, dry;2013;t;1250
Egypt;Production;Chick peas, dry;2014;t;1323
Egypt;Production;Chick peas, dry;2015;t;1137
Egypt;Production;Chick peas, dry;2016;t;2943
Egypt;Production;Chick peas, dry;2017;t;4140
Egypt;Production;Chick peas, dry;2018;t;6520
Egypt;Production;Chick peas, dry;2019;t;4960
Egypt;Production;Chick peas, dry;2020;t;5932
Egypt;Production;Chick peas, dry;2021;t;951
Egypt;Production;Chick peas, dry;2022;t;2315
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2012;t;65000
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2013;t;57943.06
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2014;t;57060.24
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2015;t;59210.71
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2016;t;60148.03
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2017;t;61020.9
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2018;t;61783.71
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2019;t;62060.38
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2020;t;62397.04
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2021;t;62997.76
Egypt;Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2022;t;63486.3
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2012;t;650054
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2013;t;565424
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2014;t;601289
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2015;t;614302
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2016;t;614273
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2017;t;676422
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2018;t;732749
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2019;t;956250
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2020;t;867000
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2021;t;722997
Egypt;Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2022;t;1142696
Egypt;Production;Cow peas, dry;2012;t;7000
Egypt;Production;Cow peas, dry;2013;t;7000
Egypt;Production;Cow peas, dry;2014;t;7100
Egypt;Production;Cow peas, dry;2015;t;7155
Egypt;Production;Cow peas, dry;2016;t;7181.58
Egypt;Production;Cow peas, dry;2017;t;7199.42
Egypt;Production;Cow peas, dry;2018;t;7225.12
Egypt;Production;Cow peas, dry;2019;t;7236.11
Egypt;Production;Cow peas, dry;2020;t;7261.7
Egypt;Production;Cow peas, dry;2021;t;7238.98
Egypt;Production;Cow peas, dry;2022;t;7256.6
Egypt;Production;Cucumbers and gherkins;2012;t;613880
Egypt;Production;Cucumbers and gherkins;2013;t;504558
Egypt;Production;Cucumbers and gherkins;2014;t;473774
Egypt;Production;Cucumbers and gherkins;2015;t;495982
Egypt;Production;Cucumbers and gherkins;2016;t;483971
Egypt;Production;Cucumbers and gherkins;2017;t;393432
Egypt;Production;Cucumbers and gherkins;2018;t;366661
Egypt;Production;Cucumbers and gherkins;2019;t;566155
Egypt;Production;Cucumbers and gherkins;2020;t;443500
Egypt;Production;Cucumbers and gherkins;2021;t;491650
Egypt;Production;Cucumbers and gherkins;2022;t;593901
Egypt;Production;Dates;2012;t;1400072
Egypt;Production;Dates;2013;t;1328468
Egypt;Production;Dates;2014;t;1465030
Egypt;Production;Dates;2015;t;1684917
Egypt;Production;Dates;2016;t;1549260
Egypt;Production;Dates;2017;t;1542111
Egypt;Production;Dates;2018;t;1563687
Egypt;Production;Dates;2019;t;1644210
Egypt;Production;Dates;2020;t;1711200
Egypt;Production;Dates;2021;t;1713610
Egypt;Production;Dates;2022;t;1847629
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2012;t;5000
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2013;t;5000
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2014;t;4908.58
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2015;t;4954.4
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2016;t;5003.12
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2017;t;5053.95
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2018;t;5100.88
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2019;t;5150.95
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2020;t;5232.45
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2021;t;5253.49
Egypt;Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2022;t;5212.3
Egypt;Production;Eggplants (aubergines);2012;t;1193854
Egypt;Production;Eggplants (aubergines);2013;t;1246707
Egypt;Production;Eggplants (aubergines);2014;t;1257913
Egypt;Production;Eggplants (aubergines);2015;t;1200971
Egypt;Production;Eggplants (aubergines);2016;t;1300265
Egypt;Production;Eggplants (aubergines);2017;t;1376303
Egypt;Production;Eggplants (aubergines);2018;t;1179173
Egypt;Production;Eggplants (aubergines);2019;t;1347230
Egypt;Production;Eggplants (aubergines);2020;t;1278350
Egypt;Production;Eggplants (aubergines);2021;t;1414860
Egypt;Production;Eggplants (aubergines);2022;t;1972593
Egypt;Production;Figs;2012;t;171062
Egypt;Production;Figs;2013;t;176595
Egypt;Production;Figs;2014;t;176105
Egypt;Production;Figs;2015;t;172474
Egypt;Production;Figs;2016;t;183794
Egypt;Production;Figs;2017;t;194202
Egypt;Production;Figs;2018;t;221369
Egypt;Production;Figs;2019;t;215450
Egypt;Production;Figs;2020;t;299450
Egypt;Production;Figs;2021;t;211438
Egypt;Production;Figs;2022;t;206626
Egypt;Production;Flax, raw or retted;2012;t;8400
Egypt;Production;Flax, raw or retted;2013;t;8500
